"","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","Rango_Age","Sobreviviente"
"686","Segunda clase","Masculino",25,"Con hermanos o cónyuges","Con hijos o padres",41.5792,"Cherbourg","21-30","No"
"687","Tercera clase","Masculino",14,"Con hermanos o cónyuges","Con hijos o padres",39.6875,"Southampton","11-20","No"
"688","Tercera clase","Masculino",19,"Sin hermanos ni cónyuges","Sin hijos ni padres",10.1708,"Southampton","11-20","No"
"689","Tercera clase","Masculino",18,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.7958,"Southampton","11-20","No"
"690","Primera clase","Femenino",15,"Sin hermanos ni cónyuges","Con hijos o padres",211.3375,"Southampton","11-20","Sí"
"691","Primera clase","Masculino",31,"Con hermanos o cónyuges","Sin hijos ni padres",57,"Southampton","31-40","Sí"
"692","Tercera clase","Femenino",4,"Sin hermanos ni cónyuges","Con hijos o padres",13.4167,"Cherbourg","0-10","Sí"
"693","Tercera clase","Masculino",28,"Sin hermanos ni cónyuges","Sin hijos ni padres",56.4958,"Southampton","21-30","Sí"
"694","Tercera clase","Masculino",25,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.225,"Cherbourg","21-30","No"
"695","Primera clase","Masculino",60,"Sin hermanos ni cónyuges","Sin hijos ni padres",26.55,"Southampton","51-60","No"
"696","Segunda clase","Masculino",52,"Sin hermanos ni cónyuges","Sin hijos ni padres",13.5,"Southampton","51-60","No"
"697","Tercera clase","Masculino",44,"Sin hermanos ni cónyuges","Sin hijos ni padres",8.05,"Southampton","41-50","No"
"698","Tercera clase","Femenino",22,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.7333,"Queenstown","21-30","Sí"
"699","Primera clase","Masculino",49,"Con hermanos o cónyuges","Con hijos o padres",110.8833,"Cherbourg","41-50","No"
"700","Tercera clase","Masculino",42,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.65,"Southampton","41-50","No"
"701","Primera clase","Femenino",18,"Con hermanos o cónyuges","Sin hijos ni padres",227.525,"Cherbourg","11-20","Sí"
"702","Primera clase","Masculino",35,"Sin hermanos ni cónyuges","Sin hijos ni padres",26.2875,"Southampton","31-40","Sí"
"703","Tercera clase","Femenino",18,"Sin hermanos ni cónyuges","Con hijos o padres",14.4542,"Cherbourg","11-20","No"
"704","Tercera clase","Masculino",25,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.7417,"Queenstown","21-30","No"
"705","Tercera clase","Masculino",26,"Con hermanos o cónyuges","Sin hijos ni padres",7.8542,"Southampton","21-30","No"
"706","Segunda clase","Masculino",39,"Sin hermanos ni cónyuges","Sin hijos ni padres",26,"Southampton","31-40","No"
"707","Segunda clase","Femenino",45,"Sin hermanos ni cónyuges","Sin hijos ni padres",13.5,"Southampton","41-50","Sí"
"708","Primera clase","Masculino",42,"Sin hermanos ni cónyuges","Sin hijos ni padres",26.2875,"Southampton","41-50","Sí"
"709","Primera clase","Femenino",22,"Sin hermanos ni cónyuges","Sin hijos ni padres",151.55,"Southampton","21-30","Sí"
"710","Tercera clase","Masculino",9,"Con hermanos o cónyuges","Con hijos o padres",15.2458,"Cherbourg","0-10","Sí"
"711","Primera clase","Femenino",24,"Sin hermanos ni cónyuges","Sin hijos ni padres",49.5042,"Cherbourg","21-30","Sí"
"712","Primera clase","Masculino",47,"Sin hermanos ni cónyuges","Sin hijos ni padres",26.55,"Southampton","41-50","No"
"713","Primera clase","Masculino",48,"Con hermanos o cónyuges","Sin hijos ni padres",52,"Southampton","41-50","Sí"
"714","Tercera clase","Masculino",29,"Sin hermanos ni cónyuges","Sin hijos ni padres",9.4833,"Southampton","21-30","No"
"715","Segunda clase","Masculino",52,"Sin hermanos ni cónyuges","Sin hijos ni padres",13,"Southampton","51-60","No"
"716","Tercera clase","Masculino",19,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.65,"Southampton","11-20","No"
"717","Primera clase","Femenino",38,"Sin hermanos ni cónyuges","Sin hijos ni padres",227.525,"Cherbourg","31-40","Sí"
"718","Segunda clase","Femenino",27,"Sin hermanos ni cónyuges","Sin hijos ni padres",10.5,"Southampton","21-30","Sí"
"719","Tercera clase","Masculino",29,"Sin hermanos ni cónyuges","Sin hijos ni padres",15.5,"Queenstown","21-30","No"
"720","Tercera clase","Masculino",33,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.775,"Southampton","31-40","No"
"721","Segunda clase","Femenino",6,"Sin hermanos ni cónyuges","Con hijos o padres",33,"Southampton","0-10","Sí"
"722","Tercera clase","Masculino",17,"Con hermanos o cónyuges","Sin hijos ni padres",7.0542,"Southampton","11-20","No"
"723","Segunda clase","Masculino",34,"Sin hermanos ni cónyuges","Sin hijos ni padres",13,"Southampton","31-40","No"
"724","Segunda clase","Masculino",50,"Sin hermanos ni cónyuges","Sin hijos ni padres",13,"Southampton","41-50","No"
"725","Primera clase","Masculino",27,"Con hermanos o cónyuges","Sin hijos ni padres",53.1,"Southampton","21-30","Sí"
"726","Tercera clase","Masculino",20,"Sin hermanos ni cónyuges","Sin hijos ni padres",8.6625,"Southampton","11-20","No"
"727","Segunda clase","Femenino",30,"Con hermanos o cónyuges","Sin hijos ni padres",21,"Southampton","21-30","Sí"
"728","Tercera clase","Femenino",22,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.7375,"Queenstown","21-30","Sí"
"729","Segunda clase","Masculino",25,"Con hermanos o cónyuges","Sin hijos ni padres",26,"Southampton","21-30","No"
"730","Tercera clase","Femenino",25,"Con hermanos o cónyuges","Sin hijos ni padres",7.925,"Southampton","21-30","No"
"731","Primera clase","Femenino",29,"Sin hermanos ni cónyuges","Sin hijos ni padres",211.3375,"Southampton","21-30","Sí"
"732","Tercera clase","Masculino",11,"Sin hermanos ni cónyuges","Sin hijos ni padres",18.7875,"Cherbourg","11-20","No"
"733","Segunda clase","Masculino",33,"Sin hermanos ni cónyuges","Sin hijos ni padres",0,"Southampton","31-40","No"
"734","Segunda clase","Masculino",23,"Sin hermanos ni cónyuges","Sin hijos ni padres",13,"Southampton","21-30","No"
"735","Segunda clase","Masculino",23,"Sin hermanos ni cónyuges","Sin hijos ni padres",13,"Southampton","21-30","No"
"736","Tercera clase","Masculino",28,"Sin hermanos ni cónyuges","Sin hijos ni padres",16.1,"Southampton","21-30","No"
"737","Tercera clase","Femenino",48,"Con hermanos o cónyuges","Con hijos o padres",34.375,"Southampton","41-50","No"
"738","Primera clase","Masculino",35,"Sin hermanos ni cónyuges","Sin hijos ni padres",512.3292,"Cherbourg","31-40","Sí"
"739","Tercera clase","Masculino",29,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.8958,"Southampton","21-30","No"
"740","Tercera clase","Masculino",29,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.8958,"Southampton","21-30","No"
"741","Primera clase","Masculino",39,"Sin hermanos ni cónyuges","Sin hijos ni padres",30,"Southampton","31-40","Sí"
"742","Primera clase","Masculino",36,"Con hermanos o cónyuges","Sin hijos ni padres",78.85,"Southampton","31-40","No"
"743","Primera clase","Femenino",21,"Con hermanos o cónyuges","Con hijos o padres",262.375,"Cherbourg","21-30","Sí"
"744","Tercera clase","Masculino",24,"Con hermanos o cónyuges","Sin hijos ni padres",16.1,"Southampton","21-30","No"
"745","Tercera clase","Masculino",31,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.925,"Southampton","31-40","Sí"
"746","Primera clase","Masculino",70,"Con hermanos o cónyuges","Con hijos o padres",71,"Southampton","61-70","No"
"747","Tercera clase","Masculino",16,"Con hermanos o cónyuges","Con hijos o padres",20.25,"Southampton","11-20","No"
"748","Segunda clase","Femenino",30,"Sin hermanos ni cónyuges","Sin hijos ni padres",13,"Southampton","21-30","Sí"
"749","Primera clase","Masculino",19,"Con hermanos o cónyuges","Sin hijos ni padres",53.1,"Southampton","11-20","No"
"750","Tercera clase","Masculino",31,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.75,"Queenstown","31-40","No"
"751","Segunda clase","Femenino",4,"Con hermanos o cónyuges","Con hijos o padres",23,"Southampton","0-10","Sí"
"752","Tercera clase","Masculino",6,"Sin hermanos ni cónyuges","Con hijos o padres",12.475,"Southampton","0-10","Sí"
"753","Tercera clase","Masculino",33,"Sin hermanos ni cónyuges","Sin hijos ni padres",9.5,"Southampton","31-40","No"
"754","Tercera clase","Masculino",23,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.8958,"Southampton","21-30","No"
"755","Segunda clase","Femenino",48,"Con hermanos o cónyuges","Con hijos o padres",65,"Southampton","41-50","Sí"
"756","Segunda clase","Masculino",0,"Con hermanos o cónyuges","Con hijos o padres",14.5,"Southampton","0-10","Sí"
"757","Tercera clase","Masculino",28,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.7958,"Southampton","21-30","No"
"758","Segunda clase","Masculino",18,"Sin hermanos ni cónyuges","Sin hijos ni padres",11.5,"Southampton","11-20","No"
"759","Tercera clase","Masculino",34,"Sin hermanos ni cónyuges","Sin hijos ni padres",8.05,"Southampton","31-40","No"
"760","Primera clase","Femenino",33,"Sin hermanos ni cónyuges","Sin hijos ni padres",86.5,"Southampton","31-40","Sí"
"761","Tercera clase","Masculino",29,"Sin hermanos ni cónyuges","Sin hijos ni padres",14.5,"Southampton","21-30","No"
"762","Tercera clase","Masculino",41,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.125,"Southampton","41-50","No"
"763","Tercera clase","Masculino",20,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.2292,"Cherbourg","11-20","Sí"
"764","Primera clase","Femenino",36,"Con hermanos o cónyuges","Con hijos o padres",120,"Southampton","31-40","Sí"
"765","Tercera clase","Masculino",16,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.775,"Southampton","11-20","No"
"766","Primera clase","Femenino",51,"Con hermanos o cónyuges","Sin hijos ni padres",77.9583,"Southampton","51-60","Sí"
"767","Primera clase","Masculino",47,"Sin hermanos ni cónyuges","Sin hijos ni padres",39.6,"Cherbourg","41-50","No"
"768","Tercera clase","Femenino",30,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.75,"Queenstown","21-30","No"
"769","Tercera clase","Masculino",26,"Con hermanos o cónyuges","Sin hijos ni padres",24.15,"Queenstown","21-30","No"
"770","Tercera clase","Masculino",32,"Sin hermanos ni cónyuges","Sin hijos ni padres",8.3625,"Southampton","31-40","No"
"771","Tercera clase","Masculino",24,"Sin hermanos ni cónyuges","Sin hijos ni padres",9.5,"Southampton","21-30","No"
"772","Tercera clase","Masculino",48,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.8542,"Southampton","41-50","No"
"773","Segunda clase","Femenino",57,"Sin hermanos ni cónyuges","Sin hijos ni padres",10.5,"Southampton","51-60","No"
"774","Tercera clase","Masculino",29,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.225,"Cherbourg","21-30","No"
"775","Segunda clase","Femenino",54,"Con hermanos o cónyuges","Con hijos o padres",23,"Southampton","51-60","Sí"
"776","Tercera clase","Masculino",18,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.75,"Southampton","11-20","No"
"777","Tercera clase","Masculino",29,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.75,"Queenstown","21-30","No"
"778","Tercera clase","Femenino",5,"Sin hermanos ni cónyuges","Sin hijos ni padres",12.475,"Southampton","0-10","Sí"
"779","Tercera clase","Masculino",29,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.7375,"Queenstown","21-30","No"
"780","Primera clase","Femenino",43,"Sin hermanos ni cónyuges","Con hijos o padres",211.3375,"Southampton","41-50","Sí"
"781","Tercera clase","Femenino",13,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.2292,"Cherbourg","11-20","Sí"
"782","Primera clase","Femenino",17,"Con hermanos o cónyuges","Sin hijos ni padres",57,"Southampton","11-20","Sí"
"783","Primera clase","Masculino",29,"Sin hermanos ni cónyuges","Sin hijos ni padres",30,"Southampton","21-30","No"
"784","Tercera clase","Masculino",26,"Con hermanos o cónyuges","Con hijos o padres",23.45,"Southampton","21-30","No"
"785","Tercera clase","Masculino",25,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.05,"Southampton","21-30","No"
"786","Tercera clase","Masculino",25,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.25,"Southampton","21-30","No"
"787","Tercera clase","Femenino",18,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.4958,"Southampton","11-20","Sí"
"788","Tercera clase","Masculino",8,"Con hermanos o cónyuges","Con hijos o padres",29.125,"Queenstown","0-10","No"
"789","Tercera clase","Masculino",1,"Con hermanos o cónyuges","Con hijos o padres",20.575,"Southampton","0-10","Sí"
"790","Primera clase","Masculino",46,"Sin hermanos ni cónyuges","Sin hijos ni padres",79.2,"Cherbourg","41-50","No"
"791","Tercera clase","Masculino",29,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.75,"Queenstown","21-30","No"
"792","Segunda clase","Masculino",16,"Sin hermanos ni cónyuges","Sin hijos ni padres",26,"Southampton","11-20","No"
"793","Tercera clase","Femenino",29,"Con hermanos o cónyuges","Con hijos o padres",69.55,"Southampton","21-30","No"
"794","Primera clase","Masculino",47,"Sin hermanos ni cónyuges","Sin hijos ni padres",30.6958,"Cherbourg","41-50","No"
"795","Tercera clase","Masculino",25,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.8958,"Southampton","21-30","No"
"796","Segunda clase","Masculino",39,"Sin hermanos ni cónyuges","Sin hijos ni padres",13,"Southampton","31-40","No"
"797","Primera clase","Femenino",49,"Sin hermanos ni cónyuges","Sin hijos ni padres",25.9292,"Southampton","41-50","Sí"
"798","Tercera clase","Femenino",31,"Sin hermanos ni cónyuges","Sin hijos ni padres",8.6833,"Southampton","31-40","Sí"
"799","Tercera clase","Masculino",30,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.2292,"Cherbourg","21-30","No"
"800","Tercera clase","Femenino",30,"Con hermanos o cónyuges","Con hijos o padres",24.15,"Southampton","21-30","No"
"801","Segunda clase","Masculino",34,"Sin hermanos ni cónyuges","Sin hijos ni padres",13,"Southampton","31-40","No"
"802","Segunda clase","Femenino",31,"Con hermanos o cónyuges","Con hijos o padres",26.25,"Southampton","31-40","Sí"
"803","Primera clase","Masculino",11,"Con hermanos o cónyuges","Con hijos o padres",120,"Southampton","11-20","Sí"
"804","Tercera clase","Masculino",0,"Sin hermanos ni cónyuges","Con hijos o padres",8.5167,"Cherbourg","0-10","Sí"
"805","Tercera clase","Masculino",27,"Sin hermanos ni cónyuges","Sin hijos ni padres",6.975,"Southampton","21-30","Sí"
"806","Tercera clase","Masculino",31,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.775,"Southampton","31-40","No"
"807","Primera clase","Masculino",39,"Sin hermanos ni cónyuges","Sin hijos ni padres",0,"Southampton","31-40","No"
"808","Tercera clase","Femenino",18,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.775,"Southampton","11-20","No"
"809","Segunda clase","Masculino",39,"Sin hermanos ni cónyuges","Sin hijos ni padres",13,"Southampton","31-40","No"
"810","Primera clase","Femenino",33,"Con hermanos o cónyuges","Sin hijos ni padres",53.1,"Southampton","31-40","Sí"
"811","Tercera clase","Masculino",26,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.8875,"Southampton","21-30","No"
"812","Tercera clase","Masculino",39,"Sin hermanos ni cónyuges","Sin hijos ni padres",24.15,"Southampton","31-40","No"
"813","Segunda clase","Masculino",35,"Sin hermanos ni cónyuges","Sin hijos ni padres",10.5,"Southampton","31-40","No"
"814","Tercera clase","Femenino",6,"Con hermanos o cónyuges","Con hijos o padres",31.275,"Southampton","0-10","No"
"815","Tercera clase","Masculino",30,"Sin hermanos ni cónyuges","Sin hijos ni padres",8.05,"Southampton","21-30","No"
"816","Primera clase","Masculino",47,"Sin hermanos ni cónyuges","Sin hijos ni padres",0,"Southampton","41-50","No"
"817","Tercera clase","Femenino",23,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.925,"Southampton","21-30","No"
"818","Segunda clase","Masculino",31,"Con hermanos o cónyuges","Con hijos o padres",37.0042,"Cherbourg","31-40","No"
"819","Tercera clase","Masculino",43,"Sin hermanos ni cónyuges","Sin hijos ni padres",6.45,"Southampton","41-50","No"
"820","Tercera clase","Masculino",10,"Con hermanos o cónyuges","Con hijos o padres",27.9,"Southampton","0-10","No"
"821","Primera clase","Femenino",52,"Con hermanos o cónyuges","Con hijos o padres",93.5,"Southampton","51-60","Sí"
"822","Tercera clase","Masculino",27,"Sin hermanos ni cónyuges","Sin hijos ni padres",8.6625,"Southampton","21-30","Sí"
"823","Primera clase","Masculino",38,"Sin hermanos ni cónyuges","Sin hijos ni padres",0,"Southampton","31-40","No"
"824","Tercera clase","Femenino",27,"Sin hermanos ni cónyuges","Con hijos o padres",12.475,"Southampton","21-30","Sí"
"825","Tercera clase","Masculino",2,"Con hermanos o cónyuges","Con hijos o padres",39.6875,"Southampton","0-10","No"
"826","Tercera clase","Masculino",29,"Sin hermanos ni cónyuges","Sin hijos ni padres",6.95,"Queenstown","21-30","No"
"827","Tercera clase","Masculino",29,"Sin hermanos ni cónyuges","Sin hijos ni padres",56.4958,"Southampton","21-30","No"
"828","Segunda clase","Masculino",1,"Sin hermanos ni cónyuges","Con hijos o padres",37.0042,"Cherbourg","0-10","Sí"
"829","Tercera clase","Masculino",28,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.75,"Queenstown","21-30","Sí"
"830","Primera clase","Femenino",62,"Sin hermanos ni cónyuges","Sin hijos ni padres",80,"Southampton","61-70","Sí"
"831","Tercera clase","Femenino",15,"Con hermanos o cónyuges","Sin hijos ni padres",14.4542,"Cherbourg","11-20","Sí"
"832","Segunda clase","Masculino",0,"Con hermanos o cónyuges","Con hijos o padres",18.75,"Southampton","0-10","Sí"
"833","Tercera clase","Masculino",29,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.2292,"Cherbourg","21-30","No"
"834","Tercera clase","Masculino",23,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.8542,"Southampton","21-30","No"
"835","Tercera clase","Masculino",18,"Sin hermanos ni cónyuges","Sin hijos ni padres",8.3,"Southampton","11-20","No"
"836","Primera clase","Femenino",39,"Con hermanos o cónyuges","Con hijos o padres",83.1583,"Cherbourg","31-40","Sí"
"837","Tercera clase","Masculino",21,"Sin hermanos ni cónyuges","Sin hijos ni padres",8.6625,"Southampton","21-30","No"
"838","Tercera clase","Masculino",29,"Sin hermanos ni cónyuges","Sin hijos ni padres",8.05,"Southampton","21-30","No"
"839","Tercera clase","Masculino",32,"Sin hermanos ni cónyuges","Sin hijos ni padres",56.4958,"Southampton","31-40","Sí"
"840","Primera clase","Masculino",39,"Sin hermanos ni cónyuges","Sin hijos ni padres",29.7,"Cherbourg","31-40","Sí"
"841","Tercera clase","Masculino",20,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.925,"Southampton","11-20","No"
"842","Segunda clase","Masculino",16,"Sin hermanos ni cónyuges","Sin hijos ni padres",10.5,"Southampton","11-20","No"
"843","Primera clase","Femenino",30,"Sin hermanos ni cónyuges","Sin hijos ni padres",31,"Cherbourg","21-30","Sí"
"844","Tercera clase","Masculino",34,"Sin hermanos ni cónyuges","Sin hijos ni padres",6.4375,"Cherbourg","31-40","No"
"845","Tercera clase","Masculino",17,"Sin hermanos ni cónyuges","Sin hijos ni padres",8.6625,"Southampton","11-20","No"
"846","Tercera clase","Masculino",42,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.55,"Southampton","41-50","No"
"847","Tercera clase","Masculino",29,"Con hermanos o cónyuges","Con hijos o padres",69.55,"Southampton","21-30","No"
"848","Tercera clase","Masculino",35,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.8958,"Cherbourg","31-40","No"
"849","Segunda clase","Masculino",28,"Sin hermanos ni cónyuges","Con hijos o padres",33,"Southampton","21-30","No"
"850","Primera clase","Femenino",37,"Con hermanos o cónyuges","Sin hijos ni padres",89.1042,"Cherbourg","31-40","Sí"
"851","Tercera clase","Masculino",4,"Con hermanos o cónyuges","Con hijos o padres",31.275,"Southampton","0-10","No"
"852","Tercera clase","Masculino",74,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.775,"Southampton","71-80","No"
"853","Tercera clase","Femenino",9,"Con hermanos o cónyuges","Con hijos o padres",15.2458,"Cherbourg","0-10","No"
"854","Primera clase","Femenino",16,"Sin hermanos ni cónyuges","Con hijos o padres",39.4,"Southampton","11-20","Sí"
"855","Segunda clase","Femenino",44,"Con hermanos o cónyuges","Sin hijos ni padres",26,"Southampton","41-50","No"
"856","Tercera clase","Femenino",18,"Sin hermanos ni cónyuges","Con hijos o padres",9.35,"Southampton","11-20","Sí"
"857","Primera clase","Femenino",45,"Con hermanos o cónyuges","Con hijos o padres",164.8667,"Southampton","41-50","Sí"
"858","Primera clase","Masculino",51,"Sin hermanos ni cónyuges","Sin hijos ni padres",26.55,"Southampton","51-60","Sí"
"859","Tercera clase","Femenino",24,"Sin hermanos ni cónyuges","Con hijos o padres",19.2583,"Cherbourg","21-30","Sí"
"860","Tercera clase","Masculino",29,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.2292,"Cherbourg","21-30","No"
"861","Tercera clase","Masculino",41,"Con hermanos o cónyuges","Sin hijos ni padres",14.1083,"Southampton","41-50","No"
"862","Segunda clase","Masculino",21,"Con hermanos o cónyuges","Sin hijos ni padres",11.5,"Southampton","21-30","No"
"863","Primera clase","Femenino",48,"Sin hermanos ni cónyuges","Sin hijos ni padres",25.9292,"Southampton","41-50","Sí"
"864","Tercera clase","Femenino",29,"Con hermanos o cónyuges","Con hijos o padres",69.55,"Southampton","21-30","No"
"865","Segunda clase","Masculino",24,"Sin hermanos ni cónyuges","Sin hijos ni padres",13,"Southampton","21-30","No"
"866","Segunda clase","Femenino",42,"Sin hermanos ni cónyuges","Sin hijos ni padres",13,"Southampton","41-50","Sí"
"867","Segunda clase","Femenino",27,"Con hermanos o cónyuges","Sin hijos ni padres",13.8583,"Cherbourg","21-30","Sí"
"868","Primera clase","Masculino",31,"Sin hermanos ni cónyuges","Sin hijos ni padres",50.4958,"Southampton","31-40","No"
"869","Tercera clase","Masculino",29,"Sin hermanos ni cónyuges","Sin hijos ni padres",9.5,"Southampton","21-30","No"
"870","Tercera clase","Masculino",4,"Con hermanos o cónyuges","Con hijos o padres",11.1333,"Southampton","0-10","Sí"
"871","Tercera clase","Masculino",26,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.8958,"Southampton","21-30","No"
"872","Primera clase","Femenino",47,"Con hermanos o cónyuges","Con hijos o padres",52.5542,"Southampton","41-50","Sí"
"873","Primera clase","Masculino",33,"Sin hermanos ni cónyuges","Sin hijos ni padres",5,"Southampton","31-40","No"
"874","Tercera clase","Masculino",47,"Sin hermanos ni cónyuges","Sin hijos ni padres",9,"Southampton","41-50","No"
"875","Segunda clase","Femenino",28,"Con hermanos o cónyuges","Sin hijos ni padres",24,"Cherbourg","21-30","Sí"
"876","Tercera clase","Femenino",15,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.225,"Cherbourg","11-20","Sí"
"877","Tercera clase","Masculino",20,"Sin hermanos ni cónyuges","Sin hijos ni padres",9.8458,"Southampton","11-20","No"
"878","Tercera clase","Masculino",19,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.8958,"Southampton","11-20","No"
"879","Tercera clase","Masculino",29,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.8958,"Southampton","21-30","No"
"880","Primera clase","Femenino",56,"Sin hermanos ni cónyuges","Con hijos o padres",83.1583,"Cherbourg","51-60","Sí"
"881","Segunda clase","Femenino",25,"Sin hermanos ni cónyuges","Con hijos o padres",26,"Southampton","21-30","Sí"
"882","Tercera clase","Masculino",33,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.8958,"Southampton","31-40","No"
"883","Tercera clase","Femenino",22,"Sin hermanos ni cónyuges","Sin hijos ni padres",10.5167,"Southampton","21-30","No"
"884","Segunda clase","Masculino",28,"Sin hermanos ni cónyuges","Sin hijos ni padres",10.5,"Southampton","21-30","No"
"885","Tercera clase","Masculino",25,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.05,"Southampton","21-30","No"
"886","Tercera clase","Femenino",39,"Sin hermanos ni cónyuges","Con hijos o padres",29.125,"Queenstown","31-40","No"
"887","Segunda clase","Masculino",27,"Sin hermanos ni cónyuges","Sin hijos ni padres",13,"Southampton","21-30","No"
"888","Primera clase","Femenino",19,"Sin hermanos ni cónyuges","Sin hijos ni padres",30,"Southampton","11-20","Sí"
"889","Tercera clase","Femenino",29,"Con hermanos o cónyuges","Con hijos o padres",23.45,"Southampton","21-30","No"
"890","Primera clase","Masculino",26,"Sin hermanos ni cónyuges","Sin hijos ni padres",30,"Cherbourg","21-30","Sí"
"891","Tercera clase","Masculino",32,"Sin hermanos ni cónyuges","Sin hijos ni padres",7.75,"Queenstown","31-40","No"
